	B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12	B13	B14	B15	B16	B18	B19	B20	B21	B22	B23	B24	B25	D01	D02	D03	D04	D05	D07	D08	D09	D10	D11	D12	D13	D14	D15	D16	D17	D18	D19	D20	D22	D23	E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12	E13	E14	E15	E16	E17	E18	E19	E20	E21	E22	E23	E24	E25	F01	F02	F03	F04	F05	F06	H2_1	H2_2	H2_3	H2_4	H2_5	H2_6	I1_1	I1_2	I1_3	I1_4	I1_5	I1_6	N01	N02	N03	N04	N05	N06	N07	N08	N09	N10	N11	N12	N13	N14	N15	N16	N18	N19	N20
D03	0.7547390288236822	0.4626071150350558	0.3079719553362763	0.29148273175798495	0.31965723188782136	0.4723448454946767	0.6272396780057128	0.6803427681121786	0.8495196052973254	0.8018696442482472	0.8388730199948066	0.8849649441703453	0.917943391326928	0.8857439626071151	0.8861334718254998	0.8837964165151908	0.9306673591274993	0.8469228771747598	0.9137886263308231	0.9615684237860296	0.9306673591274993	0.9674110620618022	0.9876655414178136	0.992079979226175	0.35263567904440407	0.3242015061023111	0.0	0.3221241236042586	0.46014022331861854	0.8173201765775123	0.7035834848091405	0.5576473643209556	0.8592573357569463	0.87405868605557	0.8570501168527656	0.7942092962866788	0.829784471565827	0.9143079719553363	0.9171643728901584	0.9198909374188522	0.9326149052194235	0.9195014282004674	0.942612308491301	0.9391067255258374	0.9667618800311607	0.5576473643209556	0.4117112438327707	0.33640612827836924	0.2809659828615944	0.45183069332640874	0.48766554141781354	0.6269800051934562	0.7910932225396001	0.8331602181251623	0.8313425084393664	0.8692547390288237	0.9380680342768112	0.9465074006751493	0.9410542716177617	0.9458582186445079	0.9217086471046482	0.9145676447675928	0.918852246169826	0.9484549467670735	0.9184627369514412	0.8799013243313425	0.9801350298623734	0.9798753570501169	0.9666320436250324	0.9458582186445079	0.3911970916645027	0.7351337314983122	0.9175538821085433	0.9127499350817969	0.9540379122305894	0.9667618800311607	0.3678265385614126	0.7549987016359387	0.9071669696182809	0.947286419111919	0.9824720851726825	0.9885743962607115	0.3222539600103869	0.8021293170605037	0.9011944949363802	0.9335237600623215	0.9336535964684497	0.9075564788366658	0.4713061542456505	0.40612827836925475	0.32316281485328485	0.34783173201765777	0.4646844975331083	0.7246169826019215	0.7778499091145157	0.7834328745780317	0.8788626330823163	0.9502726564528694	0.9079459880550507	0.8387431835886783	0.7934302778499092	0.9752012464294988	0.8692547390288237	0.910932225396001	0.9657231887821345	0.9511815112957673	0.9183329005453129
D04	0.7942092962866788	0.5286938457543495	0.4084653336795637	0.3817190340171384	0.2796676188003116	0.3656193196572319	0.5601142560373928	0.609581926772267	0.7965463515969878	0.7466891716437289	0.777070890677746	0.8491300960789405	0.8792521423007011	0.8584783173201765	0.8708127759023631	0.8723708127759023	0.918852246169826	0.8305634900025968	0.9101532069592314	0.9535185666060764	0.9223578291352895	0.9611789145676448	0.9822124123604259	0.987405868605557	0.4596208776941054	0.3841859257335757	0.3221241236042586	0.0	0.41547649961049077	0.7357829135289535	0.6319137886263309	0.4863671773565308	0.7996624253440665	0.811607374707868	0.8122565567385095	0.7404570241495715	0.7805764736432096	0.9041807322773305	0.8888600363541937	0.8988574396260711	0.919761101012724	0.9092443521163334	0.9362503245910153	0.9341729420929629	0.9624772786289275	0.6134770189561153	0.49285899766294466	0.43767852505842636	0.3643209555959491	0.3818488704232667	0.4215788106985199	0.5311607374707868	0.7182549987016359	0.7760321994287198	0.764476759283303	0.8114775383017399	0.8962607115035056	0.9087250064918203	0.9017138405608933	0.9324850688132953	0.9127499350817969	0.8943131654115815	0.9126200986756686	0.9396260711503506	0.9097636977408465	0.8728901584004155	0.9752012464294988	0.9737730459620878	0.9610490781615165	0.9383277070890678	0.4136587899246949	0.6645027265645287	0.8802908335497274	0.90950402492859	0.951051674889639	0.9640353155024669	0.3665281745001298	0.6848870423266684	0.8753570501168527	0.9379381978706829	0.9771487925214231	0.9832511036094521	0.36172422747338356	0.742534406647624	0.8870423266683978	0.9239158660088289	0.9213191378862633	0.9011944949363802	0.555959491041288	0.4970137626590496	0.42391586600882886	0.3347182549987016	0.3902882368216048	0.6550246689171644	0.7128018696442483	0.7131913788626331	0.83484809140483	0.9413139444300181	0.9001558036873539	0.8630225915346663	0.829265125941314	0.9733835367437029	0.884835107764217	0.9000259672812256	0.9584523500389509	0.9501428200467411	0.9131394443001818
D05	0.7869384575434952	0.5924435211633342	0.5053232926512594	0.47922617501947545	0.42521423007011167	0.4135289535185666	0.5276551545053233	0.5716696961828096	0.7870682939496235	0.7338353674370294	0.7618800311607374	0.8431576213970398	0.8796416515190859	0.8486107504544275	0.8706829394962348	0.872240976369774	0.9210594650740067	0.8341989093741885	0.9078161516489224	0.9550766034796156	0.9285899766294469	0.9628667878473124	0.98415995845235	0.9898727603219943	0.5333679563749676	0.4837704492339652	0.46014022331861854	0.41547649961049077	0.0	0.7081277590236302	0.603998961308751	0.47325370033757463	0.7866787847312386	0.7939496234744222	0.7994027525318099	0.71643728901584	0.7581147753830174	0.8967800571280187	0.88989872760322	0.8943131654115815	0.9121007530511556	0.9067774603998962	0.9294988314723448	0.9336535964684497	0.9628667878473124	0.6551545053232927	0.5623214749415736	0.5024668917164373	0.4526097117631784	0.3847052713580888	0.41807322773305633	0.5022072189041807	0.7020254479356012	0.7539600103869125	0.7543495196052973	0.7897948584783173	0.8954816930667359	0.9002856400934822	0.8970397299402753	0.9250843936639834	0.9078161516489224	0.88989872760322	0.8998961308750973	0.9431316541158141	0.9115814074266424	0.8782134510516749	0.9752012464294988	0.9763697740846533	0.9637756426902103	0.9430018177096858	0.49831212672033237	0.6188003116073747	0.869384575434952	0.9049597507141003	0.9511815112957673	0.9641651519085952	0.39223578291352895	0.6676188003116074	0.8689950662165671	0.9383277070890678	0.9774084653336795	0.9848091404829914	0.42287717475980263	0.7301999480654375	0.8844455985458323	0.9293689950662166	0.9248247208517268	0.9009348221241236	0.5929628667878473	0.5693326408725007	0.4826019215788107	0.39093741885224614	0.43495196052973256	0.6355492079979226	0.6764476759283303	0.6989093741885225	0.807322773305635	0.932355232407167	0.8931446377564269	0.8356271098415996	0.8084913009607894	0.9714359906517788	0.8650999740327188	0.8970397299402753	0.9592313684757205	0.9461178914567645	0.9069072968060244
D07	0.8804206699558557	0.8404310568683458	0.8495196052973254	0.8234224876655414	0.7579849389768891	0.6826798234224877	0.69683199169047	0.6423007011165931	0.6730719293689951	0.6642430537522721	0.6512594131394444	0.7823941833290055	0.8182290314204103	0.8097896650220722	0.8522461698260192	0.8632822643469229	0.9058686055569982	0.8830173980784212	0.9023630225915347	0.9402752531809919	0.9204102830433654	0.9506621656712542	0.978576992988834	0.982731757984939	0.8519864970137626	0.804076863152428	0.8173201765775123	0.7357829135289535	0.7081277590236302	0.0	0.5520643988574396	0.6516489223578291	0.6467151389249546	0.659049597507141	0.6885224616982601	0.6913788626330823	0.6951441184108024	0.8792521423007011	0.8417294209296287	0.8536743702934303	0.8896390547909634	0.8847052713580889	0.9047000779018437	0.919761101012724	0.951051674889639	0.8482212412360426	0.83484809140483	0.8280965982861594	0.8195273954816931	0.7115035055829655	0.695403791223059	0.607764217086471	0.6062061802129317	0.6304855881589198	0.6124383277070891	0.6999480654375487	0.817190340171384	0.8273175798493898	0.8327707089067775	0.8863931446377564	0.8861334718254998	0.8634121007530512	0.8879511815112958	0.9256037392884965	0.9000259672812256	0.8988574396260711	0.9659828615943911	0.9628667878473124	0.9532588937938198	0.9443001817709685	0.7978447156582705	0.5782913528953518	0.8135549207997923	0.8978187483770449	0.9470267462996624	0.9681900804985718	0.7113736691768372	0.5845235003895092	0.7923915866008829	0.9136587899246948	0.9703972994027525	0.9764996104907816	0.7739548169306674	0.6313944430018177	0.8466632043625032	0.9172942092962867	0.9171643728901584	0.904829914307972	0.8412100753051156	0.8430277849909115	0.8251103609452091	0.7453908075824461	0.6874837704492339	0.5612827836925474	0.5782913528953518	0.6050376525577772	0.7520124642949884	0.8982082575954298	0.8821085432355232	0.8757465593352376	0.8796416515190859	0.9624772786289275	0.8943131654115815	0.911841080238899	0.9407945988055051	0.9383277070890678	0.9114515710205141
D08	0.8396520384315762	0.7357829135289535	0.7350038950921839	0.6994287198130356	0.6485328486107504	0.5777720072708388	0.5532329265125941	0.5821864450792003	0.6585302518826279	0.5775123344585822	0.611010127239678	0.7568164113217346	0.8056349000259673	0.7808361464554661	0.8235523240716697	0.8277070890677746	0.8830173980784212	0.8158919761101012	0.8808101791742404	0.9220981563230329	0.9026226954037913	0.9420929628667879	0.9763697740846533	0.9822124123604259	0.7396780057128018	0.6956634640353155	0.7035834848091405	0.6319137886263309	0.603998961308751	0.5520643988574396	0.0	0.5249285899766295	0.6289275512853805	0.6435990651778759	0.6595689431316542	0.6246429498831473	0.6539859776681382	0.8522461698260192	0.811088029083355	0.8256297065697221	0.8667878473123863	0.8552324071669696	0.8983380940015581	0.9008049857179953	0.9374188522461698	0.7426642430537522	0.7259153466632043	0.7085172682420151	0.7030641391846274	0.597507141002337	0.5956894313165412	0.5415476499610491	0.5737470786808622	0.5980264866268502	0.5846533367956375	0.6786548948325111	0.8068034276811218	0.802259153466632	0.8035575175279148	0.8615943910672552	0.8732796676188003	0.8325110360945209	0.8719813035575176	0.9075564788366658	0.8784731238639314	0.8580888081017918	0.9626071150350558	0.9619579330044145	0.9471565827057907	0.9318358867826538	0.6854063879511815	0.5459620877694106	0.800830952999221	0.8736691768371851	0.9348221241236042	0.9562451311347702	0.6103609452090366	0.5586860555699819	0.7773305634900026	0.8996364580628409	0.9662425344066476	0.9774084653336795	0.6609971435990651	0.5602440924435211	0.8203064139184627	0.8967800571280187	0.9061282783692547	0.8839262529213191	0.738379641651519	0.7386393144637756	0.7143599065177876	0.6585302518826279	0.6107504544274215	0.557387691508699	0.5521942352635679	0.6046481433393923	0.7335756946247728	0.8901584004154764	0.8477018956115294	0.8462736951441184	0.8258893793819787	0.9533887301999481	0.8671773565307712	0.8891197091664502	0.9385873799013243	0.9331342508439366	0.902492858997663
D09	0.7968060244092443	0.6202285120747858	0.5899766294468969	0.5505063619839002	0.5042846014022332	0.4537782394183329	0.5128538042066996	0.5503765255777721	0.7248766554141781	0.6587899246948844	0.6902103349779278	0.8021293170605037	0.8557517527914827	0.8175798493897689	0.8469228771747598	0.8551025707608413	0.9078161516489224	0.8235523240716697	0.9011944949363802	0.9467670734874059	0.9220981563230329	0.9518306933264087	0.9798753570501169	0.9862373409504025	0.6138665281745002	0.5482991430797196	0.5576473643209556	0.4863671773565308	0.47325370033757463	0.6516489223578291	0.5249285899766295	0.0	0.7256556738509478	0.7350038950921839	0.7468190080498571	0.6726824201506102	0.7144897429239159	0.8699039210594651	0.8570501168527656	0.8726304855881589	0.8976889119709166	0.8919761101012724	0.9204102830433654	0.923007011165931	0.9529992209815632	0.662295507660348	0.5947805764736432	0.5681641132173462	0.5484289794858478	0.4770189561152947	0.4588418592573358	0.48844455985458324	0.639444300181771	0.692677226694365	0.6956634640353155	0.7459101532069592	0.8636717735653077	0.8650999740327188	0.8613347182549987	0.8956115294728642	0.9023630225915347	0.8675668657491561	0.9010646585302519	0.935601142560374	0.9001558036873539	0.8696442482472085	0.9688392625292132	0.9711763178395222	0.9562451311347702	0.9396260711503506	0.5472604518306933	0.578810698519865	0.8493897688911971	0.9010646585302519	0.9497533108283562	0.963126460659569	0.47039729940275254	0.6138665281745002	0.8270579070371332	0.9270319397559076	0.9732537003375746	0.9809140482991431	0.5092183848351077	0.6638535445338873	0.8552324071669696	0.9183329005453129	0.9198909374188522	0.8944430018177096	0.6359387172163075	0.627759023630226	0.5706310049337834	0.5042846014022332	0.49285899766294466	0.6001038691249027	0.6471046481433393	0.6616463256297066	0.7833030381719034	0.915086990392106	0.8827577252661646	0.8419890937418852	0.8175798493897689	0.9644248247208518	0.8712022851207478	0.8949623474422228	0.9533887301999481	0.9410542716177617	0.9113217346143859
D10	0.8954816930667359	0.8831472344845495	0.883406907296806	0.8640612827836925	0.8279667618800312	0.7646065956894313	0.7586341210075305	0.7517527914827318	0.6193196572318879	0.6704752012464295	0.60633601661906	0.7631783952220202	0.7895351856660607	0.7974552064398858	0.83861334718255	0.8586081537263048	0.8818488704232667	0.9044404050895871	0.8961308750973773	0.9201506102311088	0.8975590755647883	0.9423526356790444	0.9739028823682161	0.9805245390807582	0.880550506361984	0.8553622435730979	0.8592573357569463	0.7996624253440665	0.7866787847312386	0.6467151389249546	0.6289275512853805	0.7256556738509478	0.0	0.6065956894313166	0.636198390028564	0.6563230329784472	0.6670994546870943	0.8564009348221241	0.7899246948844456	0.8288756167229291	0.8504284601402233	0.8725006491820306	0.8901584004154764	0.9092443521163334	0.9353414697481174	0.8853544533887302	0.8700337574655933	0.869384575434952	0.8604258634121007	0.7761620358348481	0.7810958192677226	0.7335756946247728	0.6456764476759284	0.6493118670475201	0.6102311088029083	0.6561931965723189	0.7522721371072448	0.7586341210075305	0.7787587639574136	0.8445858218644507	0.8679563749675409	0.8275772526616463	0.8861334718254998	0.9017138405608933	0.8935341469748117	0.9101532069592314	0.9600103869124903	0.961308750973773	0.9506621656712542	0.9441703453648403	0.8483510776421709	0.6737211113996364	0.7685016878732797	0.8897688911970917	0.9236561931965723	0.966891716437289	0.7816151648922358	0.6120488184887042	0.7135808880810179	0.8705531030901065	0.9624772786289275	0.9716956634640354	0.8323811996883926	0.5964684497533108	0.8114775383017399	0.9022331861854064	0.9166450272656453	0.9136587899246948	0.8756167229291093	0.8793819787068294	0.8758763957413659	0.8168008309529993	0.7983640612827837	0.6916385354453388	0.6330823162814854	0.6643728901584004	0.7137107244871462	0.8415995845235004	0.841859257335757	0.8608153726304856	0.8927551285380421	0.9462477278628928	0.9057387691508699	0.920669955855622	0.9350817969358608	0.9270319397559076	0.9178135549207997
D11	0.9135289535185666	0.899766294468969	0.8937938197870683	0.87405868605557	0.8326408725006492	0.7708387431835887	0.7582446117891457	0.7233186185406388	0.6633341989093742	0.6037392884964944	0.6128278369254739	0.7283822383796417	0.7614905219423527	0.7443521163334199	0.8109581926772267	0.8403012204622176	0.8802908335497274	0.8854842897948585	0.8924954557257855	0.9167748636717735	0.9078161516489224	0.9435211633341989	0.9722150090885484	0.9775383017398078	0.8940534925993249	0.8657491560633601	0.87405868605557	0.811607374707868	0.7939496234744222	0.659049597507141	0.6435990651778759	0.7350038950921839	0.6065956894313166	0.0	0.5233705531030901	0.6738509478057647	0.6343806803427681	0.8528953518566607	0.7752531809919502	0.805505063619839	0.8396520384315762	0.844196312646066	0.8906777460399896	0.8954816930667359	0.9349519605297325	0.8982082575954298	0.8874318358867826	0.878732796676188	0.8696442482472085	0.7856400934822124	0.78732796676188	0.7382498052453909	0.6808621137366918	0.6471046481433393	0.588158919761101	0.6443780836146455	0.740197351337315	0.7500649182030641	0.7595429758504285	0.8428979485847832	0.8656193196572319	0.8251103609452091	0.8796416515190859	0.9115814074266424	0.8902882368216047	0.9022331861854064	0.956634640353155	0.9605297325370034	0.9526097117631784	0.9389768891197091	0.8595170085692028	0.6541158140742664	0.7640872500649182	0.8792521423007011	0.937029343027785	0.9623474422227992	0.8052453908075824	0.618930148013503	0.7037133212152688	0.8817190340171384	0.9628667878473124	0.9709166450272656	0.8436769670215528	0.5971176317839523	0.808750973773046	0.8965203843157621	0.9089846793040769	0.9065177875876396	0.8972994027525318	0.8924954557257855	0.8867826538561413	0.8264087250064919	0.7974552064398858	0.6685276551545053	0.6263308231628149	0.6171124383277071	0.6948844455985458	0.8625032459101533	0.8469228771747598	0.8691249026226954	0.8845754349519606	0.9455985458322513	0.8961308750973773	0.9096338613347182	0.9339132692807063	0.930537522721371	0.9097636977408465
D12	0.9037912230589458	0.8783432874578032	0.8741885224616983	0.8582186445079201	0.8252401973513374	0.7618800311607374	0.7614905219423527	0.7473383536743703	0.6886522981043884	0.6630745260971176	0.6400934822124124	0.7424045702414958	0.7710984159958453	0.7586341210075305	0.8217346143858738	0.8340690729680602	0.883406907296806	0.8739288496494417	0.8858737990132434	0.9122305894572839	0.905349259932485	0.9446896909893534	0.9789665022072189	0.9836406128278369	0.8767852505842638	0.8449753310828356	0.8570501168527656	0.8122565567385095	0.7994027525318099	0.6885224616982601	0.6595689431316542	0.7468190080498571	0.636198390028564	0.5233705531030901	0.0	0.6356790444040509	0.5729680602440924	0.8293949623474423	0.7698000519345625	0.7936899506621656	0.8393923656193196	0.8460140223318618	0.8856141262009868	0.8934043105686834	0.9309270319397559	0.8821085432355232	0.8710724487146195	0.8640612827836925	0.8613347182549987	0.7738249805245391	0.7907037133212153	0.743443261490522	0.7037133212152688	0.6656712542196832	0.6254219683199169	0.6607374707868087	0.7451311347701896	0.7513632822643469	0.7564269021033497	0.83484809140483	0.857309789665022	0.8173201765775123	0.8761360685536225	0.9047000779018437	0.8811996883926253	0.8978187483770449	0.965463515969878	0.9641651519085952	0.957543495196053	0.9389768891197091	0.8413399117112438	0.6745001298364062	0.7572059205401195	0.8821085432355232	0.936120488184887	0.9694884445598546	0.7918722409763698	0.6364580628408205	0.7330563490002596	0.8765255777720072	0.9632562970656973	0.9781874837704493	0.8277070890677746	0.6176317839522202	0.8003116073747079	0.899766294468969	0.9172942092962867	0.906258114775383	0.8776941054271618	0.8800311607374708	0.866138665281745	0.8221241236042587	0.7983640612827837	0.6911191898208258	0.6403531550246689	0.6391846273695144	0.7120228512074785	0.8527655154505324	0.8444559854583226	0.8719813035575176	0.8734095040249286	0.9480654375486887	0.9002856400934822	0.9122305894572839	0.9331342508439366	0.9324850688132953	0.9126200986756686
D13	0.8344585821864451	0.8001817709685796	0.7966761880031161	0.789665022072189	0.7569462477278629	0.7086471046481433	0.688911970916645	0.7181251622955077	0.695923136847572	0.6743702934302779	0.6639833809400156	0.743443261490522	0.7639574136587899	0.7530511555440146	0.7988834069072968	0.7981043884705271	0.8548428979485848	0.8223837964165152	0.8700337574655933	0.9023630225915347	0.8783432874578032	0.9341729420929629	0.9680602440924435	0.9763697740846533	0.8010906258114775	0.7718774344326149	0.7942092962866788	0.7404570241495715	0.71643728901584	0.6913788626330823	0.6246429498831473	0.6726824201506102	0.6563230329784472	0.6738509478057647	0.6356790444040509	0.0	0.5655673850947806	0.8034276811217865	0.7746039989613087	0.798493897688912	0.8291352895351857	0.8327707089067775	0.8718514671513893	0.8796416515190859	0.9289794858478317	0.8042066995585562	0.7951181511295767	0.7818748377044923	0.7877174759802649	0.7120228512074785	0.7125421968319917	0.700077901843677	0.6704752012464295	0.6947546091924176	0.6742404570241496	0.6689171643728902	0.7823941833290055	0.7808361464554661	0.7690210334977928	0.840950402492859	0.8436769670215528	0.8083614645546612	0.8523760062321475	0.8918462736951441	0.8728901584004155	0.8534146974811737	0.9567644767592833	0.9580628408205661	0.9407945988055051	0.9307971955336276	0.7633082316281485	0.6868345884185926	0.7590236302259153	0.8584783173201765	0.9200207738249805	0.9533887301999481	0.7166969618280966	0.6316541158140743	0.7361724227473384	0.8595170085692028	0.9583225136328226	0.9689690989353414	0.752791482731758	0.6316541158140743	0.7851207478576993	0.878732796676188	0.8954816930667359	0.8823682160477798	0.7973253700337575	0.8074526097117631	0.7875876395741366	0.7507141002337056	0.7405868605556998	0.679563749675409	0.6526876136068553	0.6777460399896131	0.7216307452609712	0.8464035315502467	0.8209555959491042	0.815762139703973	0.8151129576733316	0.9383277070890678	0.8534146974811737	0.8836665801090626	0.9332640872500649	0.9152168267982342	0.8906777460399896
D14	0.8612048818488705	0.8439366398338094	0.837704492339652	0.8290054531290574	0.7930407686315243	0.7491560633601662	0.7327966761880031	0.7352635679044404	0.6930667359127499	0.6582705790703713	0.6450272656452869	0.7109841599584523	0.725266164632563	0.7166969618280966	0.7690210334977928	0.7795377823941834	0.8509478057647364	0.8319916904700078	0.860555699818229	0.8954816930667359	0.878732796676188	0.9261230849130097	0.9591015320695924	0.9667618800311607	0.8467930407686315	0.8188782134510517	0.829784471565827	0.7805764736432096	0.7581147753830174	0.6951441184108024	0.6539859776681382	0.7144897429239159	0.6670994546870943	0.6343806803427681	0.5729680602440924	0.5655673850947806	0.0	0.7868086211373669	0.7263048558815892	0.7729161256816411	0.8149831212672033	0.8238119968839263	0.8699039210594651	0.8715917943391327	0.9193715917943391	0.846533367956375	0.8393923656193196	0.8290054531290574	0.8264087250064919	0.7492858997662944	0.7533108283562711	0.7235782913528953	0.6942352635679044	0.6855362243573098	0.6455466112698001	0.636198390028564	0.7334458582186445	0.7183848351077642	0.7208517268242015	0.8103090106465853	0.8343287457803168	0.7800571280186964	0.851207478576993	0.8744481952739548	0.8571799532588938	0.8575694624772786	0.9498831472344845	0.9457283822383796	0.9345624513113477	0.9222279927291612	0.8077122825240197	0.6751493118670475	0.7505842638275773	0.874967540898468	0.9314463775642691	0.9591015320695924	0.7627888860036354	0.6321734614385873	0.6848870423266684	0.8480914048299143	0.9491041287977149	0.9591015320695924	0.7934302778499092	0.6203583484809141	0.7626590495975072	0.8626330823162814	0.8911970916645027	0.866138665281745	0.8464035315502467	0.8515969877953778	0.8364061282783692	0.7882368216047779	0.7698000519345625	0.6930667359127499	0.6598286159439106	0.6511295767333161	0.7086471046481433	0.8410802388989873	0.8143339392365619	0.8229031420410283	0.8222539600103869	0.9263827577252661	0.8495196052973254	0.8779537782394183	0.9213191378862633	0.9054790963386133	0.8780836146455466
D15	0.9198909374188522	0.9157361724227473	0.9172942092962867	0.9071669696182809	0.9006751493118671	0.8828875616722929	0.8719813035575176	0.8789924694884446	0.8501687873279667	0.8364061282783692	0.8361464554661127	0.8247208517268242	0.8177096857958972	0.8238119968839263	0.8495196052973254	0.8515969877953778	0.8844455985458323	0.8944430018177096	0.8947026746299662	0.9218384835107765	0.9144378083614646	0.9413139444300181	0.9750714100233705	0.979485847831732	0.9176837185146716	0.9082056608673071	0.9143079719553363	0.9041807322773305	0.8967800571280187	0.8792521423007011	0.8522461698260192	0.8699039210594651	0.8564009348221241	0.8528953518566607	0.8293949623474423	0.8034276811217865	0.7868086211373669	0.0	0.7957673331602181	0.8332900545312906	0.8604258634121007	0.8622435730978967	0.8900285640093483	0.9010646585302519	0.9306673591274993	0.9102830433653597	0.9057387691508699	0.9114515710205141	0.9127499350817969	0.8892495455725785	0.8847052713580889	0.883406907296806	0.8543235523240716	0.8562710984159958	0.8490002596728122	0.8097896650220722	0.8526356790444041	0.8458841859257336	0.833030381719034	0.8748377044923397	0.8835367437029343	0.8544533887301999	0.8987276032199428	0.9089846793040769	0.9027525318099195	0.9196312646065957	0.9610490781615165	0.9642949883147235	0.9498831472344845	0.9424824720851727	0.9027525318099195	0.8676967021552844	0.8574396260711503	0.8943131654115815	0.9428719813035575	0.9567644767592833	0.8878213451051675	0.8439366398338094	0.8219942871981304	0.8865229810438847	0.9603998961308751	0.9727343547130616	0.8940534925993249	0.8349779278109581	0.8403012204622176	0.8989872760321994	0.9233965203843157	0.930018177096858	0.9149571539859777	0.9152168267982342	0.9158660088288756	0.9111918982082576	0.9044404050895871	0.8786029602700597	0.866138665281745	0.8682160477797974	0.8419890937418852	0.884315762139704	0.8750973773045962	0.8995066216567126	0.902492858997663	0.9453388730199948	0.9161256816411322	0.9270319397559076	0.9365099974032719	0.9298883406907297	0.9222279927291612
D16	0.9284601402233186	0.9283303038171904	0.9292391586600883	0.9139184627369514	0.8900285640093483	0.866138665281745	0.8600363541937159	0.855881589197611	0.8142041028304337	0.7816151648922358	0.7673331602181251	0.726694365099974	0.6803427681121786	0.6759283303038172	0.7338353674370294	0.7344845494676707	0.799013243313425	0.8168008309529993	0.8193975590755648	0.8625032459101533	0.8500389509218385	0.8928849649441704	0.9433913269280706	0.9514411841080239	0.9304076863152428	0.914178135549208	0.9171643728901584	0.8888600363541937	0.88989872760322	0.8417294209296287	0.811088029083355	0.8570501168527656	0.7899246948844456	0.7752531809919502	0.7698000519345625	0.7746039989613087	0.7263048558815892	0.7957673331602181	0.0	0.6346403531550247	0.7430537522721371	0.7343547130615424	0.7962866787847312	0.8209555959491042	0.8612048818488705	0.9314463775642691	0.9223578291352895	0.919761101012724	0.9182030641391846	0.8728901584004155	0.8700337574655933	0.8566606076343807	0.8199169047000779	0.8104388470527136	0.7912230589457284	0.7370812775902363	0.7205920540119449	0.6933264087250065	0.6816411321734615	0.7629187224097637	0.7908335497273435	0.7224097636977408	0.8212152687613606	0.8400415476499611	0.8284861075045443	0.8630225915346663	0.9297585042846014	0.9257335756946248	0.9063879511815113	0.9011944949363802	0.9063879511815113	0.8291352895351857	0.7339652038431577	0.8036873539340431	0.8882108543235523	0.9430018177096858	0.8791223058945729	0.7908335497273435	0.725266164632563	0.8095299922098156	0.9241755388210854	0.9465074006751493	0.8932744741625552	0.7634380680342768	0.7379901324331343	0.8239418332900545	0.8795118151129576	0.8949623474422228	0.9294988314723448	0.9310568683458842	0.921189301480135	0.8940534925993249	0.8849649441703453	0.8384835107764217	0.8209555959491042	0.8208257595429759	0.7350038950921839	0.7948584783173201	0.7925214230070111	0.8453648403012205	0.8518566606076344	0.881069851986497	0.8715917943391327	0.8809400155803687	0.8779537782394183	0.8756167229291093	0.8832770708906778
D17	0.9224876655414178	0.9275512853804206	0.9315762139703972	0.9163853544533888	0.8980784211893015	0.8775642690210335	0.8663983380940016	0.8660088288756167	0.8129057387691508	0.801739807842119	0.7992729161256816	0.7424045702414958	0.6346403531550247	0.6824201506102311	0.6625551804726045	0.653466632043625	0.6985198649701376	0.7444819527395482	0.7359127499350818	0.7643469228771748	0.7721371072448715	0.8179693586081537	0.9061282783692547	0.9157361724227473	0.9313165411581408	0.9159958452350039	0.9198909374188522	0.8988574396260711	0.8943131654115815	0.8536743702934303	0.8256297065697221	0.8726304855881589	0.8288756167229291	0.805505063619839	0.7936899506621656	0.798493897688912	0.7729161256816411	0.8332900545312906	0.6346403531550247	0.0	0.6500908854842898	0.6330823162814854	0.6681381459361205	0.7034536484030122	0.7883666580109062	0.9289794858478317	0.9248247208517268	0.9184627369514412	0.9207997922617502	0.8819787068293949	0.87782394183329	0.8739288496494417	0.8287457803168008	0.8226434692287717	0.8091404829914308	0.7605816670994547	0.7178654894832511	0.6896909893534147	0.6647623993767853	0.6844975331082835	0.7209815632303298	0.6493118670475201	0.7599324850688133	0.7799272916125681	0.7696702155284342	0.8100493378343288	0.8876915086990392	0.8996364580628409	0.8619839002856401	0.8575694624772786	0.908075824461179	0.8451051674889639	0.6922877174759803	0.737860296027006	0.8525058426382758	0.9318358867826538	0.8802908335497274	0.8153726304855882	0.714100233705531	0.6957933004414438	0.8715917943391327	0.9071669696182809	0.8947026746299662	0.7844715658270579	0.6271098415995845	0.7403271877434433	0.8122565567385095	0.8374448195273955	0.9248247208517268	0.9306673591274993	0.9227473383536744	0.9056089327447416	0.892235782913529	0.8487405868605556	0.8340690729680602	0.8384835107764217	0.7364320955595949	0.743443261490522	0.7190340171384056	0.7938197870682939	0.8135549207997923	0.8500389509218385	0.8274474162555181	0.8467930407686315	0.8131654115814074	0.8317320176577513	0.8526356790444041
