Source,Target,Type,Id,Label,timeset,Weight,att1
220,257,Undirected,1809,-,,0.794789,-
220,263,Undirected,1810,-,,0.720977,-
220,264,Undirected,1811,+,,0.853658,+
220,276,Undirected,1812,+,,0.747347,+
220,284,Undirected,1813,-,,0.777651,-
220,324,Undirected,1814,+,,0.829346,+
220,327,Undirected,1815,+,,0.821745,+
220,364,Undirected,1816,+,,0.833835,+
220,389,Undirected,1817,+,,0.796644,+
220,429,Undirected,1818,+,,0.820703,+
220,447,Undirected,1819,+,,0.797594,+
220,471,Undirected,1820,+,,0.816225,+
220,472,Undirected,1821,-,,0.762665,-
221,293,Undirected,1822,+,,0.74614,+
221,295,Undirected,1823,+,,0.808052,+
221,332,Undirected,1824,+,,0.772952,+
221,361,Undirected,1825,+,,0.830491,+
221,370,Undirected,1826,+,,0.772833,+
221,371,Undirected,1827,+,,0.724843,+
221,390,Undirected,1828,+,,0.7571,+
221,403,Undirected,1829,+,,0.753037,+
221,405,Undirected,1830,+,,0.806713,+
221,431,Undirected,1831,+,,0.786687,+
221,451,Undirected,1832,+,,0.788021,+
221,455,Undirected,1833,+,,0.727231,+
222,234,Undirected,1834,+,,0.765654,+
222,298,Undirected,1835,+,,0.721365,+
222,332,Undirected,1836,+,,0.73603,+
222,356,Undirected,1837,+,,0.729825,+
222,361,Undirected,1838,+,,0.774363,+
222,370,Undirected,1839,+,,0.723578,+
222,371,Undirected,1840,+,,0.821179,+
222,405,Undirected,1841,+,,0.771136,+
222,422,Undirected,1842,+,,0.73923,+
222,431,Undirected,1843,+,,0.741025,+
222,472,Undirected,1844,+,,0.731235,+
223,237,Undirected,1845,+,,0.767049,+
223,243,Undirected,1846,+,,0.828868,+
223,268,Undirected,1847,+,,0.725708,+
223,289,Undirected,1848,+,,0.780546,+
223,308,Undirected,1849,+,,0.724204,+
223,318,Undirected,1850,+,,0.785434,+
223,349,Undirected,1851,+,,0.7593,+
223,368,Undirected,1852,+,,0.82852,+
223,381,Undirected,1853,+,,0.775236,+
223,386,Undirected,1854,+,,0.859087,+
223,387,Undirected,1855,+,,0.767106,+
223,404,Undirected,1856,+,,0.795629,+
223,418,Undirected,1857,+,,0.869401,+
223,437,Undirected,1858,+,,0.728225,+
224,239,Undirected,1859,+,,0.720715,+
224,271,Undirected,1860,+,,0.747268,+
224,276,Undirected,1861,+,,0.727593,+
224,364,Undirected,1862,+,,0.721889,+
224,389,Undirected,1863,+,,0.759769,+
224,429,Undirected,1864,+,,0.753219,+
224,471,Undirected,1865,+,,0.800392,+
225,408,Undirected,1866,+,,0.736151,+
228,306,Undirected,1867,+,,0.726658,+
228,358,Undirected,1868,+,,0.756144,+
228,444,Undirected,1869,+,,0.756473,+
228,459,Undirected,1870,+,,0.762341,+
229,306,Undirected,1871,+,,0.729492,+
230,236,Undirected,1872,+,,0.729178,+
230,241,Undirected,1873,+,,0.802018,+
230,333,Undirected,1874,+,,0.723323,+
231,373,Undirected,1875,+,,0.725949,+
234,247,Undirected,1876,+,,0.765077,+
234,259,Undirected,1877,+,,0.820377,+
234,293,Undirected,1878,+,,0.81154,+
234,295,Undirected,1879,+,,0.771452,+
234,298,Undirected,1880,+,,0.779556,+
234,316,Undirected,1881,+,,0.836846,+
234,332,Undirected,1882,+,,0.821302,+
234,338,Undirected,1883,+,,0.75363,+
234,356,Undirected,1884,+,,0.77447,+
234,357,Undirected,1885,+,,0.760731,+
234,361,Undirected,1886,+,,0.842324,+
234,369,Undirected,1887,+,,0.725982,+
234,370,Undirected,1888,+,,0.776714,+
234,371,Undirected,1889,+,,0.8645,+
234,383,Undirected,1890,+,,0.76923,+
234,403,Undirected,1891,+,,0.762976,+
234,405,Undirected,1892,+,,0.890028,+
234,416,Undirected,1893,+,,0.78891,+
234,421,Undirected,1894,+,,0.760254,+
234,422,Undirected,1895,+,,0.760143,+
234,431,Undirected,1896,+,,0.819318,+
234,435,Undirected,1897,+,,0.738382,+
234,451,Undirected,1898,+,,0.760417,+
234,472,Undirected,1899,+,,0.804974,+
235,236,Undirected,1900,+,,0.749831,+
235,241,Undirected,1901,+,,0.728223,+
235,425,Undirected,1902,+,,0.768688,+
236,241,Undirected,1903,+,,0.855641,+
236,333,Undirected,1904,+,,0.793278,+
237,289,Undirected,1905,+,,0.727169,+
237,329,Undirected,1906,+,,0.783643,+
237,335,Undirected,1907,+,,0.723774,+
237,359,Undirected,1908,+,,0.724102,+
237,368,Undirected,1909,+,,0.877988,+
237,386,Undirected,1910,+,,0.851295,+
237,387,Undirected,1911,+,,0.998857,+
237,404,Undirected,1912,+,,0.746979,+
237,418,Undirected,1913,+,,0.791516,+
238,401,Undirected,1914,+,,0.764264,+
238,455,Undirected,1915,+,,0.74293,+
239,264,Undirected,1916,+,,0.738983,+
239,265,Undirected,1917,+,,0.767112,+
239,268,Undirected,1918,+,,0.820874,+
239,271,Undirected,1919,+,,0.826716,+
239,276,Undirected,1920,+,,0.835583,+
239,284,Undirected,1921,-,,0.729584,-
239,289,Undirected,1922,+,,0.721177,+
239,326,Undirected,1923,+,,0.754269,+
239,327,Undirected,1924,+,,0.869229,+
239,354,Undirected,1925,+,,0.7401,+
239,364,Undirected,1926,+,,0.797999,+
239,389,Undirected,1927,+,,0.835031,+
239,429,Undirected,1928,+,,0.852525,+
239,447,Undirected,1929,+,,0.803489,+
239,468,Undirected,1930,+,,0.731451,+
239,471,Undirected,1931,+,,0.82265,+
240,251,Undirected,1932,+,,0.737034,+
240,280,Undirected,1933,+,,0.737046,+
240,335,Undirected,1934,+,,0.836334,+
240,412,Undirected,1935,+,,0.793829,+
240,428,Undirected,1936,+,,0.78168,+
241,333,Undirected,1937,+,,0.871579,+
241,392,Undirected,1938,+,,0.799162,+
242,346,Undirected,1939,+,,0.733975,+
242,426,Undirected,1940,+,,0.746938,+
242,452,Undirected,1941,+,,0.753771,+
243,262,Undirected,1942,+,,0.795906,+
243,265,Undirected,1943,+,,0.840193,+
243,268,Undirected,1944,+,,0.865587,+
243,271,Undirected,1945,+,,0.804616,+
243,276,Undirected,1946,+,,0.72334,+
243,281,Undirected,1947,+,,0.788021,+
243,289,Undirected,1948,+,,0.877513,+
243,297,Undirected,1949,+,,0.796311,+
243,318,Undirected,1950,+,,0.898852,+
243,321,Undirected,1951,+,,0.730615,+
243,330,Undirected,1952,+,,0.847108,+
243,368,Undirected,1953,+,,0.801207,+
243,381,Undirected,1954,+,,0.860272,+
243,386,Undirected,1955,+,,0.845833,+
243,404,Undirected,1956,+,,0.943371,+
243,418,Undirected,1957,+,,0.901784,+
243,437,Undirected,1958,+,,0.776741,+
243,439,Undirected,1959,+,,0.795262,+
243,461,Undirected,1960,+,,0.813958,+
244,301,Undirected,1961,+,,0.733246,+
245,324,Undirected,1962,+,,0.754954,+
245,327,Undirected,1963,+,,0.725431,+
245,364,Undirected,1964,+,,0.778504,+
245,409,Undirected,1965,+,,0.733748,+
246,362,Undirected,1966,+,,0.799782,+
246,419,Undirected,1967,+,,0.793496,+
247,267,Undirected,1968,+,,0.743275,+
247,295,Undirected,1969,+,,0.734658,+
247,316,Undirected,1970,+,,0.722257,+
247,332,Undirected,1971,+,,0.732995,+
247,356,Undirected,1972,+,,0.879063,+
247,361,Undirected,1973,+,,0.776657,+
247,370,Undirected,1974,+,,0.755067,+
247,371,Undirected,1975,+,,0.823277,+
247,383,Undirected,1976,+,,0.970976,+
247,403,Undirected,1977,+,,0.721973,+
247,405,Undirected,1978,+,,0.783516,+
247,416,Undirected,1979,+,,0.783789,+
247,422,Undirected,1980,+,,0.734789,+
247,431,Undirected,1981,+,,0.747441,+
247,472,Undirected,1982,+,,0.751559,+
249,292,Undirected,1983,+,,0.898023,+
249,309,Undirected,1984,+,,0.752921,+
249,323,Undirected,1985,+,,0.734809,+
249,380,Undirected,1986,+,,0.853293,+
249,424,Undirected,1987,+,,0.739797,+
250,295,Undirected,1988,+,,0.722352,+
251,255,Undirected,1989,+,,0.733709,+
251,308,Undirected,1990,+,,0.77057,+
251,335,Undirected,1991,+,,0.923767,+
251,463,Undirected,1992,+,,0.821064,+
254,406,Undirected,1993,+,,0.726218,+
255,308,Undirected,1994,+,,0.833302,+
255,329,Undirected,1995,+,,0.729812,+
255,349,Undirected,1996,+,,0.798228,+
255,387,Undirected,1997,+,,0.720856,+
255,412,Undirected,1998,+,,0.801447,+
255,428,Undirected,1999,+,,0.781961,+
256,294,Undirected,2000,+,,0.741832,+
256,368,Undirected,2001,+,,0.733804,+
257,263,Undirected,2002,+,,0.812718,+
257,264,Undirected,2003,-,,0.811457,-
257,276,Undirected,2004,-,,0.722738,-
257,284,Undirected,2005,+,,0.877675,+
257,288,Undirected,2006,+,,0.723282,+
257,302,Undirected,2007,+,,0.761825,+
257,324,Undirected,2008,-,,0.806166,-
257,327,Undirected,2009,-,,0.746943,-
257,364,Undirected,2010,-,,0.732628,-
257,389,Undirected,2011,-,,0.750334,-
257,415,Undirected,2012,+,,0.743694,+
257,429,Undirected,2013,-,,0.80483,-
257,430,Undirected,2014,+,,0.781908,+
257,447,Undirected,2015,-,,0.795888,-
257,450,Undirected,2016,+,,0.727222,+
257,471,Undirected,2017,-,,0.794386,-
257,472,Undirected,2018,+,,0.73919,+
258,275,Undirected,2019,+,,0.809998,+
258,278,Undirected,2020,+,,0.754032,+
259,293,Undirected,2021,+,,0.752627,+
259,298,Undirected,2022,+,,0.761968,+
259,338,Undirected,2023,+,,0.746869,+
259,357,Undirected,2024,+,,0.727099,+
259,371,Undirected,2025,+,,0.777975,+
259,405,Undirected,2026,+,,0.738454,+
259,416,Undirected,2027,+,,0.733427,+
259,472,Undirected,2028,+,,0.736204,+
260,281,Undirected,2029,+,,0.723567,+
260,349,Undirected,2030,+,,0.73166,+
260,372,Undirected,2031,+,,0.815004,+
261,465,Undirected,2032,+,,0.7503,+
262,281,Undirected,2033,+,,0.731405,+
262,289,Undirected,2034,+,,0.79725,+
262,318,Undirected,2035,+,,0.823021,+
262,321,Undirected,2036,+,,0.831569,+
262,330,Undirected,2037,+,,0.823241,+
262,359,Undirected,2038,+,,0.817943,+
262,368,Undirected,2039,+,,0.728217,+
262,381,Undirected,2040,+,,0.761668,+
262,386,Undirected,2041,+,,0.862898,+
262,404,Undirected,2042,+,,0.815039,+
262,418,Undirected,2043,+,,0.887585,+
262,437,Undirected,2044,+,,0.833781,+
262,441,Undirected,2045,+,,0.759472,+
262,461,Undirected,2046,+,,0.790557,+
263,284,Undirected,2047,+,,0.86135,+
263,299,Undirected,2048,+,,0.755313,+
263,334,Undirected,2049,+,,0.7508,+
263,415,Undirected,2050,+,,0.831703,+
264,276,Undirected,2051,+,,0.784353,+
264,284,Undirected,2052,-,,0.78755,-
264,324,Undirected,2053,+,,0.80646,+
264,327,Undirected,2054,+,,0.783868,+
264,364,Undirected,2055,+,,0.76314,+
264,389,Undirected,2056,+,,0.751956,+
264,429,Undirected,2057,+,,0.856901,+
264,447,Undirected,2058,+,,0.783641,+
264,471,Undirected,2059,+,,0.794224,+
264,472,Undirected,2060,-,,0.747449,-
265,268,Undirected,2061,+,,0.874872,+
265,271,Undirected,2062,+,,0.835657,+
265,276,Undirected,2063,+,,0.784315,+
265,281,Undirected,2064,+,,0.813522,+
265,289,Undirected,2065,+,,0.812899,+
265,297,Undirected,2066,+,,0.732683,+
265,318,Undirected,2067,+,,0.784984,+
265,321,Undirected,2068,+,,0.758026,+
265,330,Undirected,2069,+,,0.851673,+
265,381,Undirected,2070,+,,0.777007,+
265,386,Undirected,2071,+,,0.74741,+
265,389,Undirected,2072,+,,0.743382,+
265,404,Undirected,2073,+,,0.84742,+
265,418,Undirected,2074,+,,0.744684,+
265,437,Undirected,2075,+,,0.829347,+
265,439,Undirected,2076,+,,0.846742,+
265,461,Undirected,2077,+,,0.822394,+
266,299,Undirected,2078,+,,0.733415,+
266,310,Undirected,2079,+,,0.752538,+
266,400,Undirected,2080,+,,0.764872,+
266,423,Undirected,2081,+,,0.735782,+
267,350,Undirected,2082,+,,0.767826,+
267,356,Undirected,2083,+,,0.724657,+
267,383,Undirected,2084,+,,0.724199,+
267,430,Undirected,2085,+,,0.726673,+
268,271,Undirected,2086,+,,0.910556,+
268,276,Undirected,2087,+,,0.832084,+
268,281,Undirected,2088,+,,0.740506,+
268,289,Undirected,2089,+,,0.888818,+
268,297,Undirected,2090,+,,0.749787,+
268,318,Undirected,2091,+,,0.816944,+
268,326,Undirected,2092,+,,0.770739,+
268,330,Undirected,2093,+,,0.854817,+
268,381,Undirected,2094,+,,0.83673,+
268,386,Undirected,2095,+,,0.750077,+
268,389,Undirected,2096,+,,0.726381,+
268,404,Undirected,2097,+,,0.82512,+
268,418,Undirected,2098,+,,0.786721,+
268,429,Undirected,2099,+,,0.772344,+
268,437,Undirected,2100,+,,0.816049,+
268,439,Undirected,2101,+,,0.808116,+
268,461,Undirected,2102,+,,0.858238,+
268,471,Undirected,2103,+,,0.72507,+
269,309,Undirected,2104,+,,0.780862,+
270,336,Undirected,2105,+,,0.732736,+
271,276,Undirected,2106,+,,0.866259,+
271,281,Undirected,2107,+,,0.722097,+
271,289,Undirected,2108,+,,0.822448,+
271,318,Undirected,2109,+,,0.796317,+
271,326,Undirected,2110,+,,0.819094,+
271,327,Undirected,2111,+,,0.740001,+
271,330,Undirected,2112,+,,0.801392,+
271,354,Undirected,2113,+,,0.744752,+
271,381,Undirected,2114,+,,0.761249,+
271,389,Undirected,2115,+,,0.808083,+
271,404,Undirected,2116,+,,0.798452,+
271,418,Undirected,2117,+,,0.732048,+
271,429,Undirected,2118,+,,0.797493,+
271,437,Undirected,2119,+,,0.75928,+
271,439,Undirected,2120,+,,0.783466,+
271,461,Undirected,2121,+,,0.792556,+
271,468,Undirected,2122,+,,0.765815,+
271,471,Undirected,2123,+,,0.793423,+
272,290,Undirected,2124,+,,0.747234,+
272,369,Undirected,2125,+,,0.732453,+
273,355,Undirected,2126,+,,0.733012,+
273,420,Undirected,2127,+,,0.766865,+
275,328,Undirected,2128,+,,0.746204,+
275,366,Undirected,2129,+,,0.753175,+
276,284,Undirected,2130,-,,0.75609,-
276,326,Undirected,2131,+,,0.757048,+
276,327,Undirected,2132,+,,0.785183,+
276,330,Undirected,2133,+,,0.733858,+
276,381,Undirected,2134,+,,0.728206,+
276,389,Undirected,2135,+,,0.797897,+
276,404,Undirected,2136,+,,0.758658,+
276,429,Undirected,2137,+,,0.833065,+
276,439,Undirected,2138,+,,0.735393,+
276,447,Undirected,2139,+,,0.776707,+
276,461,Undirected,2140,+,,0.727463,+
276,468,Undirected,2141,+,,0.772124,+
276,471,Undirected,2142,+,,0.854061,+
277,390,Undirected,2143,+,,0.770845,+
278,396,Undirected,2144,+,,0.720082,+
280,308,Undirected,2145,+,,0.777991,+
280,319,Undirected,2146,+,,0.824329,+
280,443,Undirected,2147,+,,0.759156,+
281,289,Undirected,2148,+,,0.776556,+
281,318,Undirected,2149,+,,0.84895,+
281,321,Undirected,2150,+,,0.720559,+
281,330,Undirected,2151,+,,0.846191,+
281,372,Undirected,2152,+,,0.802285,+
281,386,Undirected,2153,+,,0.7718,+
281,404,Undirected,2154,+,,0.788619,+
281,418,Undirected,2155,+,,0.794986,+
281,437,Undirected,2156,+,,0.78625,+
281,461,Undirected,2157,+,,0.836459,+
283,454,Undirected,2158,+,,0.740961,+
284,299,Undirected,2159,+,,0.794422,+
284,327,Undirected,2160,-,,0.722987,-
284,334,Undirected,2161,+,,0.813276,+
284,358,Undirected,2162,+,,0.728497,+
284,389,Undirected,2163,-,,0.7396,-
284,415,Undirected,2164,+,,0.885247,+
284,429,Undirected,2165,-,,0.775422,-
284,430,Undirected,2166,+,,0.736413,+
284,447,Undirected,2167,-,,0.755504,-
284,456,Undirected,2168,+,,0.732123,+
284,471,Undirected,2169,-,,0.804394,-
285,396,Undirected,2170,+,,0.741636,+
285,470,Undirected,2171,+,,0.727862,+
287,331,Undirected,2172,+,,0.741423,+
287,434,Undirected,2173,+,,0.761156,+
288,350,Undirected,2174,+,,0.771196,+
288,430,Undirected,2175,+,,0.736952,+
289,297,Undirected,2176,+,,0.725701,+
289,318,Undirected,2177,+,,0.882189,+
289,321,Undirected,2178,+,,0.781384,+
289,326,Undirected,2179,+,,0.728837,+
289,330,Undirected,2180,+,,0.88592,+
289,359,Undirected,2181,+,,0.749887,+
289,368,Undirected,2182,+,,0.762206,+
289,372,Undirected,2183,+,,0.755766,+
289,376,Undirected,2184,+,,0.750088,+
289,381,Undirected,2185,+,,0.766396,+
289,386,Undirected,2186,+,,0.855618,+
289,387,Undirected,2187,+,,0.727218,+
289,404,Undirected,2188,+,,0.837014,+
289,418,Undirected,2189,+,,0.9061,+
289,437,Undirected,2190,+,,0.878389,+
289,439,Undirected,2191,+,,0.840925,+
289,461,Undirected,2192,+,,0.863593,+
290,361,Undirected,2193,+,,0.72518,+
290,369,Undirected,2194,+,,0.761602,+
290,403,Undirected,2195,+,,0.724333,+
290,405,Undirected,2196,+,,0.750789,+
290,451,Undirected,2197,+,,0.75,+
290,455,Undirected,2198,+,,0.739118,+
291,363,Undirected,2199,+,,0.777422,+
292,380,Undirected,2200,+,,0.776856,+
293,295,Undirected,2201,+,,0.770178,+
293,298,Undirected,2202,+,,0.761952,+
293,316,Undirected,2203,+,,0.739964,+
293,332,Undirected,2204,+,,0.761385,+
293,338,Undirected,2205,+,,0.726206,+
293,357,Undirected,2206,+,,0.754674,+
293,361,Undirected,2207,+,,0.776761,+
293,371,Undirected,2208,+,,0.728522,+
293,390,Undirected,2209,+,,0.732466,+
293,405,Undirected,2210,+,,0.798432,+
293,431,Undirected,2211,+,,0.749243,+
293,435,Undirected,2212,+,,0.755157,+
293,438,Undirected,2213,+,,0.724006,+
293,451,Undirected,2214,+,,0.796857,+
295,305,Undirected,2215,+,,0.731677,+
295,316,Undirected,2216,+,,0.756113,+
295,332,Undirected,2217,+,,0.829228,+
295,338,Undirected,2218,+,,0.737406,+
295,339,Undirected,2219,+,,0.814731,+
295,344,Undirected,2220,+,,0.734034,+
295,356,Undirected,2221,+,,0.726965,+
295,357,Undirected,2222,+,,0.750881,+
295,361,Undirected,2223,+,,0.908786,+
295,369,Undirected,2224,+,,0.79876,+
295,370,Undirected,2225,+,,0.865169,+
295,371,Undirected,2226,+,,0.79472,+
295,383,Undirected,2227,+,,0.729562,+
295,390,Undirected,2228,+,,0.931934,+
295,403,Undirected,2229,+,,0.854418,+
295,405,Undirected,2230,+,,0.904245,+
295,421,Undirected,2231,+,,0.751445,+
295,422,Undirected,2232,+,,0.7488,+
295,431,Undirected,2233,+,,0.855259,+
295,438,Undirected,2234,+,,0.806095,+
295,451,Undirected,2235,+,,0.882062,+
295,455,Undirected,2236,+,,0.859699,+
295,457,Undirected,2237,+,,0.760778,+
296,395,Undirected,2238,+,,0.760157,+
296,470,Undirected,2239,+,,0.739405,+
297,359,Undirected,2240,+,,0.730589,+
297,381,Undirected,2241,+,,0.729292,+
297,404,Undirected,2242,+,,0.754374,+
298,357,Undirected,2243,+,,0.721666,+
298,361,Undirected,2244,+,,0.722984,+
298,371,Undirected,2245,+,,0.756488,+
298,451,Undirected,2246,+,,0.735612,+
299,310,Undirected,2247,+,,0.897039,+
299,334,Undirected,2248,+,,0.761816,+
299,358,Undirected,2249,+,,0.733149,+
299,415,Undirected,2250,+,,0.862924,+
300,467,Undirected,2251,+,,0.722286,+
301,313,Undirected,2252,+,,0.723491,+
304,361,Undirected,2253,+,,0.744411,+
305,390,Undirected,2254,+,,0.734361,+
306,334,Undirected,2255,+,,0.73094,+
306,358,Undirected,2256,+,,0.72401,+
306,459,Undirected,2257,+,,0.742464,+
307,314,Undirected,2258,+,,0.736629,+
308,349,Undirected,2259,+,,0.935813,+
308,359,Undirected,2260,+,,0.779145,+
308,368,Undirected,2261,+,,0.748334,+
308,391,Undirected,2262,+,,0.792677,+
308,463,Undirected,2263,+,,0.75395,+
310,400,Undirected,2264,+,,0.753928,+
310,415,Undirected,2265,+,,0.797036,+
311,325,Undirected,2266,+,,0.774987,+
312,347,Undirected,2267,+,,0.728399,+
316,332,Undirected,2268,+,,0.763604,+
316,356,Undirected,2269,+,,0.740542,+
316,357,Undirected,2270,+,,0.722092,+
316,361,Undirected,2271,+,,0.800692,+
316,370,Undirected,2272,+,,0.749606,+
316,371,Undirected,2273,+,,0.801251,+
316,390,Undirected,2274,+,,0.724734,+
316,405,Undirected,2275,+,,0.81911,+
316,431,Undirected,2276,+,,0.741781,+
316,451,Undirected,2277,+,,0.74382,+
317,325,Undirected,2278,+,,0.764747,+
317,377,Undirected,2279,+,,0.790141,+
317,397,Undirected,2280,+,,0.784453,+
317,407,Undirected,2281,+,,0.755376,+
317,421,Undirected,2282,+,,0.850607,+
317,457,Undirected,2283,+,,0.724358,+
317,473,Undirected,2284,+,,0.804375,+
318,321,Undirected,2285,+,,0.738915,+
318,326,Undirected,2286,+,,0.740703,+
318,330,Undirected,2287,+,,0.910475,+
318,359,Undirected,2288,+,,0.771591,+
318,368,Undirected,2289,+,,0.766382,+
318,381,Undirected,2290,+,,0.827919,+
318,386,Undirected,2291,+,,0.853952,+
318,404,Undirected,2292,+,,0.855271,+
318,418,Undirected,2293,+,,0.919445,+
318,437,Undirected,2294,+,,0.843676,+
318,439,Undirected,2295,+,,0.74491,+
318,461,Undirected,2296,+,,0.868734,+
320,364,Undirected,2297,+,,0.755032,+
321,330,Undirected,2298,+,,0.818829,+
321,386,Undirected,2299,+,,0.792571,+
321,404,Undirected,2300,+,,0.735928,+
321,418,Undirected,2301,+,,0.799107,+
321,436,Undirected,2302,+,,0.755879,+
321,437,Undirected,2303,+,,0.823945,+
321,461,Undirected,2304,+,,0.778283,+
322,436,Undirected,2305,+,,0.722342,+
322,443,Undirected,2306,+,,0.734215,+
324,327,Undirected,2307,+,,0.760808,+
324,345,Undirected,2308,+,,0.843057,+
324,364,Undirected,2309,+,,0.782552,+
324,429,Undirected,2310,+,,0.791082,+
324,447,Undirected,2311,+,,0.816663,+
324,450,Undirected,2312,-,,0.726971,-
324,471,Undirected,2313,+,,0.741616,+
324,472,Undirected,2314,-,,0.820957,-
325,377,Undirected,2315,+,,0.815434,+
325,397,Undirected,2316,+,,0.748024,+
325,407,Undirected,2317,+,,0.824204,+
325,434,Undirected,2318,+,,0.799864,+
325,442,Undirected,2319,+,,0.859436,+
326,330,Undirected,2320,+,,0.720978,+
326,389,Undirected,2321,+,,0.724649,+
326,461,Undirected,2322,+,,0.730077,+
327,364,Undirected,2323,+,,0.90214,+
327,389,Undirected,2324,+,,0.809987,+
327,429,Undirected,2325,+,,0.840637,+
327,447,Undirected,2326,+,,0.838845,+
327,468,Undirected,2327,+,,0.782687,+
327,471,Undirected,2328,+,,0.79726,+
327,472,Undirected,2329,-,,0.735121,-
329,387,Undirected,2330,+,,0.78691,+
329,412,Undirected,2331,+,,0.733172,+
330,359,Undirected,2332,+,,0.722916,+
330,368,Undirected,2333,+,,0.725925,+
330,372,Undirected,2334,+,,0.76718,+
330,381,Undirected,2335,+,,0.7956,+
330,386,Undirected,2336,+,,0.844918,+
330,404,Undirected,2337,+,,0.846741,+
330,418,Undirected,2338,+,,0.852372,+
330,437,Undirected,2339,+,,0.905622,+
330,439,Undirected,2340,+,,0.807365,+
330,461,Undirected,2341,+,,0.943385,+
331,434,Undirected,2342,+,,0.738645,+
332,338,Undirected,2343,+,,0.732407,+
332,339,Undirected,2344,+,,0.738456,+
332,356,Undirected,2345,+,,0.728942,+
332,357,Undirected,2346,+,,0.734577,+
332,361,Undirected,2347,+,,0.889018,+
332,369,Undirected,2348,+,,0.722852,+
332,370,Undirected,2349,+,,0.84514,+
332,371,Undirected,2350,+,,0.78364,+
332,383,Undirected,2351,+,,0.745565,+
332,390,Undirected,2352,+,,0.796721,+
332,403,Undirected,2353,+,,0.830048,+
332,405,Undirected,2354,+,,0.889268,+
332,431,Undirected,2355,+,,0.867135,+
332,451,Undirected,2356,+,,0.780592,+
332,455,Undirected,2357,+,,0.786111,+
333,392,Undirected,2358,+,,0.740128,+
333,425,Undirected,2359,+,,0.748803,+
334,358,Undirected,2360,+,,0.826657,+
334,415,Undirected,2361,+,,0.848803,+
334,456,Undirected,2362,+,,0.790273,+
334,459,Undirected,2363,+,,0.736287,+
335,368,Undirected,2364,+,,0.742393,+
335,463,Undirected,2365,+,,0.754579,+
336,440,Undirected,2366,+,,0.795216,+
338,357,Undirected,2367,+,,0.896516,+
338,369,Undirected,2368,+,,0.747095,+
338,377,Undirected,2369,+,,0.853048,+
338,397,Undirected,2370,+,,0.771309,+
338,405,Undirected,2371,+,,0.751162,+
338,421,Undirected,2372,+,,0.775186,+
338,435,Undirected,2373,+,,0.853885,+
338,438,Undirected,2374,+,,0.834064,+
338,451,Undirected,2375,+,,0.733422,+
338,457,Undirected,2376,+,,0.826106,+
338,473,Undirected,2377,+,,0.767141,+
339,344,Undirected,2378,+,,0.799063,+
339,361,Undirected,2379,+,,0.801603,+
339,370,Undirected,2380,+,,0.81465,+
339,390,Undirected,2381,+,,0.797314,+
339,401,Undirected,2382,+,,0.745648,+
339,403,Undirected,2383,+,,0.842835,+
339,405,Undirected,2384,+,,0.803868,+
339,431,Undirected,2385,+,,0.767339,+
339,455,Undirected,2386,+,,0.897795,+
340,421,Undirected,2387,+,,0.735143,+
341,407,Undirected,2388,+,,0.731902,+
344,365,Undirected,2389,+,,0.761944,+
344,370,Undirected,2390,+,,0.749323,+
344,403,Undirected,2391,+,,0.765171,+
344,405,Undirected,2392,+,,0.728468,+
344,455,Undirected,2393,+,,0.834974,+
345,447,Undirected,2394,+,,0.789896,+
345,467,Undirected,2395,+,,0.734002,+
347,470,Undirected,2396,+,,0.723255,+
348,407,Undirected,2397,+,,0.816287,+
349,359,Undirected,2398,+,,0.72657,+
349,386,Undirected,2399,+,,0.733854,+
349,391,Undirected,2400,+,,0.727994,+
350,371,Undirected,2401,+,,0.736058,+
350,430,Undirected,2402,+,,0.807685,+
350,450,Undirected,2403,+,,0.733427,+
352,396,Undirected,2404,+,,0.720268,+
353,466,Undirected,2405,+,,1,+
354,471,Undirected,2406,+,,0.737016,+
355,420,Undirected,2407,+,,0.768339,+
356,361,Undirected,2408,+,,0.79709,+
356,370,Undirected,2409,+,,0.797499,+
356,371,Undirected,2410,+,,0.864381,+
356,383,Undirected,2411,+,,0.86516,+
356,403,Undirected,2412,+,,0.737738,+
356,405,Undirected,2413,+,,0.808861,+
356,416,Undirected,2414,+,,0.76844,+
356,422,Undirected,2415,+,,0.757549,+
356,431,Undirected,2416,+,,0.766735,+
356,472,Undirected,2417,+,,0.776849,+
357,361,Undirected,2418,+,,0.735011,+
357,369,Undirected,2419,+,,0.748791,+
357,377,Undirected,2420,+,,0.7777,+
357,405,Undirected,2421,+,,0.770198,+
357,421,Undirected,2422,+,,0.827877,+
357,435,Undirected,2423,+,,0.805551,+
357,438,Undirected,2424,+,,0.871633,+
357,451,Undirected,2425,+,,0.769927,+
357,457,Undirected,2426,+,,0.834189,+
357,473,Undirected,2427,+,,0.730738,+
358,415,Undirected,2428,+,,0.762362,+
358,459,Undirected,2429,+,,0.789262,+
359,368,Undirected,2430,+,,0.820264,+
359,386,Undirected,2431,+,,0.772603,+
359,387,Undirected,2432,+,,0.738767,+
359,404,Undirected,2433,+,,0.762118,+
359,418,Undirected,2434,+,,0.836023,+
359,437,Undirected,2435,+,,0.761084,+
359,461,Undirected,2436,+,,0.736518,+
361,369,Undirected,2437,+,,0.771924,+
361,370,Undirected,2438,+,,0.924627,+
361,371,Undirected,2439,+,,0.856657,+
361,375,Undirected,2440,+,,0.760423,+
361,383,Undirected,2441,+,,0.77859,+
361,390,Undirected,2442,+,,0.863719,+
361,403,Undirected,2443,+,,0.880672,+
